programming,maths,communication,logic,self_learning,projects_completed,years_experience,internships,gpa,career
58,62,89,68,1,3,1,1,8.6,Teacher
62,68,84,75,1,2,0,1,8.6,Teacher
55,60,94,71,0,3,1,0,8.6,Teacher
63,67,80,74,0,2,1,0,8.6,Teacher
76,90,70,87,0,6,1,1,8.6,HR
89,79,67,88,1,7,1,1,8.6,Software
58,67,90,70,0,1,0,1,8.6,Teacher
69,86,69,86,1,5,3,0,8.6,HR
94,73,64,82,1,7,2,1,8.6,Software
69,85,76,88,1,3,2,0,8.6,HR
78,84,64,78,1,5,2,0,8.6,HR
63,73,93,73,1,3,0,1,8.6,Teacher
89,88,70,83,1,7,4,1,8.6,Software
61,76,93,78,1,2,1,1,8.6,Teacher
86,73,57,89,1,5,3,1,8.6,Software
62,65,86,70,1,2,0,1,8.6,Teacher
83,82,73,79,1,6,3,1,8.6,Software
85,81,58,75,1,6,3,1,8.6,Software
80,90,79,80,1,3,2,1,8.6,HR
53,63,80,73,1,3,0,1,8.6,Teacher
84,74,62,84,1,5,3,1,8.6,Software
62,61,82,75,0,1,0,1,8.6,Teacher
79,90,71,79,1,5,2,0,8.6,HR
84,81,56,75,1,4,2,1,8.6,Software
84,82,63,86,1,4,2,1,8.6,Software
84,80,65,82,1,5,1,1,8.6,Software
57,73,83,65,0,3,0,1,8.6,Teacher
62,64,92,70,1,1,0,1,8.6,Teacher
79,91,64,81,1,4,2,1,8.6,HR
57,69,82,67,1,1,0,1,8.6,Teacher
82,83,77,84,0,3,1,1,8.6,HR
90,87,69,82,1,4,1,1,8.6,Software
65,74,91,77,1,2,1,1,8.6,Teacher
50,71,84,75,1,3,1,1,8.6,Teacher
78,80,64,81,0,4,2,0,8.6,HR
90,73,62,77,1,4,1,1,8.6,Software
68,71,84,71,1,2,1,1,8.6,Teacher
60,74,85,68,0,1,1,1,8.6,Teacher
67,73,83,66,1,2,0,1,8.6,Teacher
68,76,94,78,0,2,1,0,8.6,Teacher
65,89,73,87,1,3,1,1,8.6,HR
67,70,82,70,1,2,1,1,8.6,Teacher
80,83,60,75,1,7,2,1,8.6,Software
83,80,78,87,1,5,3,0,8.6,HR
58,77,90,67,0,3,1,0,8.6,Teacher
79,85,67,82,1,3,2,0,8.6,HR
92,89,74,86,1,6,1,1,8.6,Software
57,76,84,79,1,1,1,0,8.6,Teacher
60,69,84,77,0,2,0,0,8.6,Teacher
88,79,56,89,1,7,3,1,8.6,Software
57,61,80,71,1,3,0,0,8.6,Teacher
57,62,85,70,1,3,1,1,8.6,Teacher
81,86,59,85,1,5,3,1,8.6,Software
59,61,83,73,1,2,0,1,8.6,HR
58,64,86,68,1,1,0,1,8.6,Teacher
71,85,63,88,1,5,2,0,8.6,HR
62,68,93,70,1,1,0,1,8.6,Teacher
87,70,64,75,1,4,4,1,8.6,Software
88,79,71,86,1,7,2,1,8.6,Software
85,77,71,85,1,6,3,1,8.6,Software
80,78,61,80,1,6,3,1,8.6,Software
76,83,62,80,1,6,1,1,8.6,HR
59,64,83,69,1,2,1,0,8.6,Teacher
56,66,91,79,1,1,1,1,8.6,Teacher
55,75,94,72,0,3,0,1,8.6,Teacher
67,91,63,75,1,4,1,0,8.6,Teacher
91,78,67,81,1,5,4,1,8.6,Software
80,81,62,77,1,4,4,1,8.6,Software
71,88,65,88,0,4,3,0,8.6,HR
91,89,68,77,1,7,4,1,8.6,Software
81,86,64,76,1,5,3,1,8.6,Software
79,84,72,77,1,4,3,0,8.6,HR
75,92,71,75,0,5,1,0,8.6,HR
82,75,56,77,1,4,1,1,8.6,Software
76,94,69,88,0,3,2,1,8.6,HR
58,74,91,77,1,1,0,0,8.6,Software
84,82,67,77,1,4,3,1,8.6,Software
75,85,75,77,0,3,3,1,8.6,HR
62,69,88,77,0,2,0,0,8.6,Teacher
70,86,71,79,0,6,2,1,8.6,HR
70,88,60,87,1,5,1,0,8.6,HR
56,61,80,66,1,2,1,1,8.6,Teacher
59,67,81,70,0,2,1,0,8.6,Teacher
64,67,82,75,1,1,0,1,8.6,Teacher
80,72,74,75,1,4,2,1,8.6,Software
92,73,61,81,1,4,3,1,8.6,Software
93,76,66,82,1,6,3,1,8.6,Software
82,76,65,87,1,4,1,1,8.6,Software
91,74,70,83,1,6,2,1,8.6,Software
60,75,81,66,0,1,1,1,8.6,Teacher
76,93,70,86,0,5,2,1,8.6,HR
65,94,69,88,1,6,2,0,8.6,HR
72,86,64,77,0,6,2,0,8.6,HR
88,79,62,80,1,7,1,1,8.6,Software
62,72,81,70,1,1,0,1,8.6,Teacher
87,74,66,83,1,6,3,1,8.6,Software
83,85,74,89,0,6,2,1,8.6,Teacher
69,67,80,79,1,1,1,1,8.6,Teacher
57,69,80,70,0,2,1,1,8.6,Teacher
66,68,92,67,1,2,1,0,8.6,Teacher
58,62,82,79,1,1,1,1,8.6,Teacher
83,87,65,79,1,5,4,1,8.6,Software
51,66,84,73,1,2,1,1,8.6,Teacher
88,80,73,87,1,4,2,1,8.6,Software
82,83,63,86,1,3,3,1,8.6,Software
93,80,63,78,1,7,4,1,8.6,Software
82,85,63,78,1,5,1,1,8.6,Software
77,85,66,79,1,3,2,0,8.6,HR
52,66,94,74,1,3,0,0,8.6,Teacher
85,82,55,82,1,7,3,1,8.6,Software
65,85,72,89,1,4,2,0,8.6,HR
54,73,81,65,0,2,0,1,8.6,Teacher
66,71,81,72,1,3,1,0,8.6,Teacher
87,71,60,80,1,4,3,1,8.6,Software
79,90,67,87,0,5,2,0,8.6,HR
91,89,74,79,1,4,4,1,8.6,Software
80,85,73,81,0,3,1,1,8.6,HR
76,83,79,78,1,5,2,0,8.6,HR
83,89,70,82,1,5,4,1,8.6,Software
93,82,68,84,1,7,4,1,8.6,Software
88,89,62,87,1,7,3,1,8.6,Software
88,75,68,76,1,6,1,1,8.6,Software
77,83,68,88,1,4,3,0,8.6,HR
53,69,83,66,1,3,0,1,8.6,Teacher
84,83,77,88,1,6,2,1,8.6,HR
72,81,66,89,1,5,2,0,8.6,HR
59,77,93,73,0,1,0,1,8.6,Teacher
75,86,61,77,0,6,3,1,8.6,HR
56,61,85,73,0,2,0,1,8.6,Teacher
62,62,89,69,0,1,1,0,8.6,Teacher
83,87,64,75,1,5,3,1,8.6,Software
83,89,74,85,1,5,1,1,8.6,Software
82,73,70,87,1,7,3,1,8.6,Software
52,69,87,76,0,1,0,0,8.6,Teacher
80,87,73,81,1,6,2,1,8.6,Software
72,85,67,76,0,6,3,1,8.6,HR
89,81,72,82,1,7,4,1,8.6,Teacher
60,73,87,74,0,3,0,1,8.6,Teacher
69,65,85,76,1,3,1,0,8.6,Teacher
65,71,91,68,1,2,0,0,8.6,Teacher
81,72,66,87,1,6,1,1,8.6,Software
80,76,57,87,1,6,2,1,8.6,Software
93,75,57,85,1,7,2,1,8.6,Software
93,86,70,78,1,4,4,1,8.6,HR
67,71,87,72,0,3,1,1,8.6,Teacher
68,79,93,76,0,3,0,1,8.6,Teacher
92,75,63,79,1,4,3,1,8.6,Software
93,79,71,78,1,5,2,1,8.6,Software
70,90,65,80,1,3,3,1,8.6,HR
94,82,70,81,1,6,1,1,8.6,Software
57,68,94,68,0,3,0,0,8.6,Teacher
83,77,59,75,1,7,2,1,8.6,Software
84,88,68,89,1,3,2,1,8.6,HR
53,66,85,74,0,1,1,1,8.6,Teacher
58,69,88,71,0,3,0,0,8.6,Software
81,85,68,78,1,5,2,1,8.6,Software
93,87,59,89,1,7,4,1,8.6,Software
65,94,61,88,1,6,1,1,8.6,HR
71,80,63,84,0,6,3,0,8.6,HR
60,66,94,74,1,2,0,1,8.6,Teacher
63,71,90,67,0,1,1,0,8.6,Teacher
83,79,72,75,1,5,2,1,8.6,HR
84,80,79,86,0,6,1,1,8.6,HR
79,93,63,87,0,4,2,1,8.6,HR
71,82,77,85,0,3,1,0,8.6,HR
56,64,87,71,1,3,1,0,8.6,Teacher
66,75,88,70,0,1,0,0,8.6,Teacher
72,80,67,81,1,5,1,0,8.6,HR
68,82,67,80,1,6,2,0,8.6,HR
82,89,62,84,1,5,3,1,8.6,Software
65,90,69,83,0,6,3,0,8.6,HR
84,91,68,80,0,5,1,1,8.6,HR
78,89,72,85,0,4,1,0,8.6,HR
94,78,56,79,1,4,3,1,8.6,Software
67,88,64,78,1,6,3,0,8.6,HR
93,77,64,83,1,5,3,1,8.6,Software
69,70,88,78,0,1,0,0,8.6,Teacher
66,66,92,69,0,3,0,1,8.6,Teacher
80,85,64,83,1,4,3,1,8.6,HR
53,72,80,78,0,1,1,1,8.6,Software
56,60,94,65,0,1,1,0,8.6,Teacher
83,77,65,75,1,7,1,1,8.6,Software
84,89,60,80,1,7,1,1,8.6,Software
64,68,80,75,1,1,1,1,8.6,Teacher
64,68,83,69,0,1,1,0,8.6,Teacher
55,67,89,74,0,2,1,0,8.6,Teacher
94,76,65,75,1,4,1,1,8.6,Software
73,92,74,75,0,3,3,1,8.6,HR
57,71,89,69,0,1,0,0,8.6,Teacher
81,70,70,81,1,6,3,1,8.6,Software
51,61,91,73,0,3,0,0,8.6,Teacher
58,67,87,67,0,2,0,1,8.6,Teacher
77,88,77,88,0,6,3,1,8.6,HR
51,72,92,65,0,2,1,0,8.6,Teacher
86,73,66,87,1,6,2,1,8.6,Software
62,60,86,72,0,3,0,1,8.6,Teacher
94,74,59,88,1,5,2,1,8.6,Software
53,69,82,71,0,2,0,1,8.6,Teacher
66,85,78,82,0,3,3,0,8.6,HR
69,85,76,85,1,6,3,0,8.6,HR
79,94,69,80,0,5,3,0,8.6,HR
68,89,67,84,1,4,1,0,8.6,HR
91,84,69,88,1,6,2,1,8.6,Software
88,87,66,82,1,4,3,1,8.6,Software
87,88,71,84,1,4,1,1,8.6,Software
52,63,92,69,0,2,0,1,8.6,Teacher
68,90,78,84,0,3,3,1,8.6,HR
87,87,70,87,1,6,4,1,8.6,Software
66,85,76,76,1,4,3,0,8.6,HR
61,66,81,77,1,3,0,0,8.6,Teacher
81,72,71,80,1,4,1,1,8.6,Software
54,63,83,76,0,1,0,0,8.6,Teacher
72,82,60,81,1,5,1,1,8.6,HR
80,86,64,83,0,5,2,0,8.6,HR
53,72,89,79,0,2,1,0,8.6,Teacher
86,81,62,77,1,5,4,1,8.6,HR
82,80,63,85,1,4,3,0,8.6,HR
55,65,80,76,0,3,1,0,8.6,Teacher
59,78,92,79,0,3,1,1,8.6,Teacher
65,69,86,68,1,3,1,0,8.6,Teacher
70,85,70,89,1,6,1,0,8.6,HR
89,79,61,87,1,5,2,1,8.6,Software
90,86,69,80,1,4,3,1,8.6,Software
61,71,81,68,0,1,1,0,8.6,Teacher
84,81,71,83,1,6,2,1,8.6,Software
91,74,67,75,1,5,4,1,8.6,Software
92,89,65,81,1,5,4,1,8.6,Software
50,72,83,68,0,2,0,0,8.6,Teacher
94,72,58,84,1,4,3,1,8.6,Software
68,86,66,78,1,4,3,0,8.6,HR
86,85,67,77,1,5,4,1,8.6,Software
54,75,83,69,0,1,0,0,8.6,Teacher
54,67,81,68,0,2,0,0,8.6,Teacher
92,72,56,83,1,4,3,1,8.6,Software
51,73,93,65,1,2,0,1,8.6,Teacher
67,93,60,85,1,4,2,1,8.6,HR
82,78,59,82,1,4,1,1,8.6,Software
94,75,56,82,1,4,4,1,8.6,Software
68,86,73,81,1,6,1,1,8.6,HR
54,63,89,67,1,3,1,0,8.6,Teacher
83,84,61,78,1,4,4,1,8.6,Software
94,87,63,77,1,5,4,1,8.6,Software
71,93,77,75,1,5,1,1,8.6,HR
69,78,80,68,0,1,1,0,8.6,Teacher
71,90,72,85,1,3,3,1,8.6,HR
84,79,61,79,1,4,1,1,8.6,Software
62,65,85,68,0,3,0,1,8.6,Teacher
88,84,65,78,1,6,2,1,8.6,Software
53,69,86,68,1,2,1,0,8.6,Teacher
89,84,60,85,1,5,4,1,8.6,Software
66,87,61,84,1,3,3,0,8.6,HR
58,69,92,65,1,1,1,1,8.6,Teacher
86,87,63,87,1,6,4,1,8.6,Software
79,83,60,78,0,5,2,0,8.6,HR
88,70,72,84,1,4,1,1,8.6,Software
75,93,62,87,0,6,2,0,8.6,HR
84,86,63,83,0,6,2,1,8.6,HR
66,94,63,83,1,3,1,0,8.6,HR
85,71,67,84,1,4,4,1,8.6,Software
80,77,64,89,1,5,3,1,8.6,Software
59,66,84,65,0,1,1,1,8.6,Teacher
93,73,65,81,1,4,2,1,8.6,Software
78,85,64,89,0,5,2,0,8.6,HR
84,88,65,77,1,4,2,0,8.6,HR
71,80,76,86,0,5,3,1,8.6,HR
78,91,79,81,0,4,2,1,8.6,HR
83,74,74,83,1,6,3,1,8.6,Software
87,80,56,75,1,4,2,1,8.6,Software
65,78,86,70,1,3,0,0,8.6,Teacher
56,66,80,75,0,2,1,1,8.6,Teacher
76,80,63,81,0,4,3,0,8.6,HR
71,82,62,87,1,3,3,0,8.6,HR
57,69,91,74,0,2,1,1,8.6,Teacher
93,75,71,77,1,4,3,1,8.6,Software
92,82,68,86,1,4,1,1,8.6,Software
61,60,80,74,1,3,1,0,8.6,Teacher
78,93,73,79,0,5,2,1,8.6,HR
90,81,69,80,1,5,4,1,8.6,Software
91,83,66,76,1,5,3,1,8.6,Software
54,64,85,67,1,1,0,1,8.6,Teacher
72,89,69,76,1,3,3,0,8.6,HR
63,76,81,66,1,2,1,1,8.6,Teacher
80,94,65,79,1,4,3,0,8.6,HR
66,87,67,86,0,3,3,1,8.6,HR
55,78,84,77,0,3,0,0,8.6,Teacher
80,88,67,87,1,4,2,1,8.6,Software
84,70,72,86,1,6,2,1,8.6,Software
69,94,77,84,1,3,3,0,8.6,HR
63,70,80,73,1,2,0,1,8.6,Teacher
88,78,58,80,1,6,1,1,8.6,Software
94,71,66,86,1,6,1,1,8.6,Software
63,60,88,74,1,1,0,0,8.6,Teacher
85,74,65,78,1,6,4,1,8.6,Software
93,73,67,85,1,6,4,1,8.6,Software
69,86,63,88,0,4,1,1,8.6,HR
90,70,59,79,1,5,2,1,8.6,Software
57,70,91,68,0,1,1,1,8.6,Software
86,72,61,89,1,4,4,1,8.6,Software
72,80,60,78,0,3,1,1,8.6,HR
71,89,75,84,1,3,1,1,8.6,HR
84,94,67,85,1,3,3,1,8.6,HR
65,70,94,70,1,3,1,0,8.6,Teacher
62,63,93,65,0,2,1,0,8.6,Teacher
85,88,71,80,1,6,3,1,8.6,Software
87,71,72,89,1,5,4,1,8.6,Software
73,87,66,89,0,5,1,0,8.6,HR
69,68,88,67,1,1,0,0,8.6,Teacher
77,85,75,82,1,4,2,0,8.6,HR
73,93,77,84,0,4,1,1,8.6,HR
74,85,68,89,1,5,2,0,8.6,HR
94,87,62,89,1,4,2,1,8.6,Software
83,81,70,77,1,4,1,1,8.6,HR
53,63,83,77,1,1,1,0,8.6,Teacher
94,87,68,82,1,7,1,1,8.6,Teacher
68,88,63,86,1,3,2,1,8.6,HR
73,84,67,86,1,3,2,1,8.6,HR
82,75,58,82,1,6,3,1,8.6,Software
56,60,80,78,0,3,0,0,8.6,Teacher
85,80,68,78,1,5,2,1,8.6,Software
63,65,88,71,1,3,1,0,8.6,Teacher
62,65,80,77,0,3,0,1,8.6,Teacher
62,67,94,77,0,2,1,0,8.6,Teacher
72,90,69,87,0,3,3,1,8.6,HR
86,73,65,80,1,5,3,1,8.6,Software
84,78,73,87,1,5,3,1,8.6,HR
52,61,84,77,1,2,1,0,8.6,Teacher
77,88,73,89,1,6,3,1,8.6,HR
87,74,68,86,1,5,1,1,8.6,Software
57,79,86,76,1,3,1,1,8.6,Teacher
59,70,94,67,1,2,0,1,8.6,Teacher
73,80,78,75,1,6,3,1,8.6,HR
90,80,69,86,1,7,2,1,8.6,Software
59,77,93,74,0,2,1,0,8.6,Teacher
71,89,67,82,1,4,1,1,8.6,HR
54,62,89,72,1,2,0,1,8.6,Teacher
51,78,94,75,0,3,1,0,8.6,Teacher
68,85,75,86,0,6,3,0,8.6,HR
72,90,73,89,0,3,1,0,8.6,HR
52,75,91,73,0,2,1,1,8.6,Teacher
50,74,85,76,0,1,0,1,8.6,Teacher
66,61,89,76,0,3,0,1,8.6,Teacher
83,87,76,82,1,4,1,0,8.6,HR
67,83,65,78,1,5,3,0,8.6,HR
71,87,66,85,1,6,2,0,8.6,HR
92,88,58,77,1,5,1,1,8.6,Software
84,76,63,77,1,7,4,1,8.6,Software
70,88,70,79,1,6,1,1,8.6,HR
68,80,65,84,0,3,1,0,8.6,HR
93,84,69,77,1,7,2,1,8.6,Software
83,81,65,76,0,4,2,1,8.6,HR
67,80,74,76,1,5,1,0,8.6,Teacher
82,79,56,85,1,4,2,1,8.6,Software
86,85,57,84,1,5,1,1,8.6,Software
84,89,58,81,1,5,4,1,8.6,Software
70,86,73,85,1,6,2,1,8.6,HR
59,72,86,79,0,3,0,0,8.6,Teacher
78,80,73,79,0,4,2,1,8.6,HR
67,86,77,88,1,6,1,1,8.6,HR
85,79,73,88,1,4,4,1,8.6,Software
65,72,91,68,1,1,0,0,8.6,Teacher
87,81,71,84,1,5,4,1,8.6,Software
68,85,68,79,1,6,1,1,8.6,HR
59,68,87,67,0,1,0,1,8.6,Teacher
60,68,93,68,0,2,1,0,8.6,Teacher
59,65,83,72,1,3,1,1,8.6,Teacher
79,87,77,75,0,5,2,1,8.6,HR
65,93,76,84,1,6,2,1,8.6,HR
83,93,64,85,1,4,2,1,8.6,HR
82,79,57,88,1,5,2,1,8.6,Software
59,71,87,71,1,2,0,1,8.6,Teacher
94,77,64,81,1,5,3,1,8.6,Software
72,94,60,78,1,6,1,0,8.6,HR
67,83,75,82,1,3,1,1,8.6,HR
66,65,91,65,1,3,0,0,8.6,Teacher
71,94,65,79,1,6,1,0,8.6,HR
87,79,59,77,1,6,4,1,8.6,Software
58,63,89,67,0,1,0,1,8.6,Teacher
93,81,60,84,1,6,2,1,8.6,Software
75,85,76,87,1,3,2,1,8.6,HR
93,77,72,76,1,7,4,1,8.6,Software
68,86,67,75,0,5,1,1,8.6,HR
58,61,80,79,0,3,1,1,8.6,Teacher
88,79,72,75,1,5,3,1,8.6,Software
64,73,82,74,0,3,1,1,8.6,Teacher
82,81,70,86,1,7,1,1,8.6,Software
89,72,60,76,1,6,4,1,8.6,Software
69,61,83,67,0,3,0,1,8.6,Teacher
80,80,76,84,1,4,2,1,8.6,HR
87,72,56,75,1,6,3,1,8.6,Software
80,84,69,85,1,7,1,1,8.6,Software
70,83,77,83,1,3,2,1,8.6,HR
67,83,73,89,1,4,2,0,8.6,HR
84,82,58,75,1,6,1,1,8.6,Software
80,81,65,78,1,6,2,1,8.6,Software
73,85,76,82,0,6,1,1,8.6,HR
60,68,83,76,1,3,0,1,8.6,Teacher
66,73,89,75,1,1,1,1,8.6,HR
83,93,76,80,1,3,1,0,8.6,HR
87,82,72,88,1,5,1,1,8.6,Software
67,73,91,75,1,1,1,1,8.6,Teacher
54,69,86,71,0,3,1,0,8.6,Teacher
80,82,75,79,0,6,2,0,8.6,HR
71,94,64,88,0,3,2,0,8.6,HR
70,93,66,81,0,3,1,1,8.6,HR
89,81,63,81,1,7,1,1,8.6,Software
92,80,71,89,1,4,1,1,8.6,Software
78,92,65,81,0,6,1,0,8.6,HR
94,86,56,85,1,5,1,1,8.6,Software
65,78,81,79,0,2,1,0,8.6,Teacher
85,78,61,83,1,6,4,1,8.6,Software
70,86,65,79,1,4,2,1,8.6,HR
53,73,80,78,1,2,1,0,8.6,Teacher
90,82,61,87,1,5,2,1,8.6,Software
54,60,82,71,0,1,1,0,8.6,Teacher
92,84,59,87,1,6,3,1,8.6,Software
89,72,71,77,1,7,3,1,8.6,Software
58,78,81,76,0,2,0,1,8.6,Teacher
56,64,80,76,0,1,1,0,8.6,Teacher
82,81,74,83,1,7,2,1,8.6,Software
69,94,77,76,0,4,3,1,8.6,HR
88,89,63,79,1,4,4,1,8.6,Software
66,65,89,79,0,3,0,0,8.6,Teacher
85,79,58,80,1,4,3,1,8.6,Software
52,63,86,66,1,3,1,1,8.6,Teacher
74,88,63,84,1,3,1,0,8.6,HR
93,74,61,83,1,5,3,1,8.6,Software
52,77,82,71,1,2,1,0,8.6,HR
62,78,80,65,1,3,1,0,8.6,Teacher
66,62,93,79,0,1,1,0,8.6,Teacher
92,73,59,84,1,4,1,1,8.6,Software
91,82,56,86,1,6,4,1,8.6,Software
84,78,65,80,1,4,4,1,8.6,Software
59,64,94,71,1,3,1,1,8.6,Teacher
87,86,63,87,1,4,2,1,8.6,Software
92,71,73,80,1,5,4,1,8.6,Software
86,75,69,89,1,7,2,1,8.6,Software
82,84,58,86,1,7,2,1,8.6,Software
50,62,93,70,1,1,0,0,8.6,Teacher
68,85,72,87,0,5,1,1,8.6,HR
59,69,93,73,1,2,1,1,8.6,Teacher
63,67,94,69,1,2,0,1,8.6,Teacher
75,94,74,80,0,3,1,0,8.6,HR
90,87,74,75,1,7,1,1,8.6,Software
71,92,76,86,0,5,1,0,8.6,HR
94,87,68,76,1,4,4,1,8.6,Software
94,70,71,84,1,4,3,1,8.6,Software
69,92,74,75,1,5,2,0,8.6,HR
67,74,80,77,1,2,1,1,8.6,Teacher
64,78,81,77,1,1,0,0,8.6,Teacher
91,77,70,77,1,7,4,1,8.6,Software
78,80,61,88,0,4,1,1,8.6,HR
91,72,64,82,1,5,2,1,8.6,Software
91,82,58,81,1,5,2,1,8.6,Software
93,77,55,84,1,5,4,1,8.6,Software
71,94,73,85,1,5,3,0,8.6,HR
91,74,73,87,1,6,1,1,8.6,Software
82,86,56,82,1,7,1,1,8.6,Software
92,83,65,88,1,4,3,1,8.6,Software
57,66,80,76,1,2,1,0,8.6,Teacher
76,92,72,84,1,3,2,1,8.6,HR
84,85,69,79,1,6,3,1,8.6,Software
66,93,73,83,1,6,3,0,8.6,HR
72,82,63,81,1,4,2,1,8.6,HR
85,70,66,87,1,7,3,1,8.6,Software
81,87,56,83,1,6,2,1,8.6,Software
72,94,60,87,0,4,2,0,8.6,HR
94,87,61,75,1,6,3,1,8.6,Software
56,71,88,67,1,2,1,0,8.6,Teacher
80,81,71,80,1,5,3,1,8.6,HR
64,72,93,70,0,1,1,1,8.6,Teacher
82,83,76,84,1,4,1,1,8.6,HR
59,63,94,75,1,3,0,0,8.6,Teacher
71,86,68,89,0,3,1,0,8.6,Software
94,75,74,86,1,6,4,1,8.6,Software
78,81,64,84,1,4,1,1,8.6,HR
78,92,61,77,1,6,2,1,8.6,HR
61,60,87,73,0,1,1,1,8.6,Teacher
85,85,65,80,1,6,4,1,8.6,Software
91,79,72,78,1,7,2,1,8.6,Software
80,78,66,83,1,6,3,1,8.6,Software
94,71,61,76,1,6,2,1,8.6,Software
73,80,63,78,0,5,1,0,8.6,Teacher
86,72,67,81,1,7,4,1,8.6,Software
78,83,68,75,0,3,2,0,8.6,HR
67,78,94,79,0,3,0,0,8.6,Teacher
94,79,70,86,1,5,3,1,8.6,Software
67,93,71,88,0,6,1,1,8.6,HR
90,79,73,76,1,5,3,1,8.6,Software
69,84,60,75,1,3,1,1,8.6,HR
90,89,60,88,1,7,2,1,8.6,Software
68,68,90,69,1,3,1,1,8.6,Teacher
50,68,85,79,1,3,1,0,8.6,Software
85,75,55,88,1,5,3,1,8.6,Software
83,85,78,85,0,6,3,1,8.6,Teacher
66,77,80,66,0,1,0,0,8.6,Teacher
75,92,74,86,0,4,1,0,8.6,HR
64,63,87,65,1,3,0,0,8.6,Teacher
84,87,55,86,1,5,1,1,8.6,Software
92,77,61,77,1,6,4,1,8.6,Software
83,81,71,79,0,4,1,0,8.6,HR
73,86,64,85,1,4,1,1,8.6,HR
92,77,56,76,1,7,3,1,8.6,Software
68,81,69,76,1,5,1,1,8.6,HR
69,89,68,75,0,6,3,0,8.6,HR
77,94,67,88,0,6,2,0,8.6,HR
79,82,61,82,0,5,1,1,8.6,HR
81,82,65,79,0,3,2,0,8.6,HR
88,82,70,77,1,5,3,1,8.6,Software
82,83,65,82,1,5,4,1,8.6,Software
91,72,61,82,1,6,1,1,8.6,Software
52,67,81,77,1,2,0,1,8.6,Teacher
61,73,88,72,0,3,1,0,8.6,Teacher
77,83,67,80,1,4,3,0,8.6,HR
87,85,57,89,1,7,4,1,8.6,Software
69,94,76,89,0,3,1,1,8.6,Teacher
54,68,90,66,0,3,1,0,8.6,Teacher
52,69,82,67,0,1,1,0,8.6,Teacher
84,74,65,86,1,7,1,1,8.6,Software
50,74,88,66,1,2,1,1,8.6,Teacher
50,70,81,66,0,2,1,1,8.6,Software
83,76,56,75,1,6,4,1,8.6,Software
69,89,63,80,0,3,3,1,8.6,HR
84,84,74,81,1,7,1,1,8.6,Software
84,84,60,88,0,5,1,1,8.6,HR
93,85,68,83,1,5,3,1,8.6,Software
73,84,76,84,0,4,2,0,8.6,HR
82,81,60,80,0,3,2,1,8.6,HR
80,81,64,80,1,4,1,0,8.6,HR
63,79,88,78,0,3,1,1,8.6,Teacher
64,75,80,67,0,1,0,1,8.6,Teacher
66,68,87,68,1,3,0,1,8.6,Teacher
67,64,94,72,1,3,1,1,8.6,Teacher
66,70,93,78,0,3,1,1,8.6,Teacher
77,91,63,89,1,6,3,0,8.6,HR
73,81,62,84,1,4,3,1,8.6,HR
75,84,77,83,0,4,1,1,8.6,HR
80,88,58,85,1,4,4,1,8.6,Software
58,69,92,75,1,2,1,0,8.6,Teacher
75,90,73,77,1,6,3,1,8.6,HR
78,85,67,87,0,6,3,0,8.6,HR
74,86,71,82,0,4,2,1,8.6,HR
85,81,70,75,1,4,3,1,8.6,Software
81,86,79,89,1,3,2,0,8.6,HR
93,81,66,84,1,7,3,1,8.6,Software
55,69,93,68,0,3,0,1,8.6,Teacher
78,85,71,85,0,5,1,1,8.6,HR
60,67,88,68,1,1,0,0,8.6,Teacher
88,81,61,86,1,7,1,1,8.6,Software
89,83,67,82,1,6,1,1,8.6,Software
83,75,57,84,1,5,1,1,8.6,Software
56,73,84,67,1,3,0,0,8.6,Teacher
83,91,67,75,0,4,3,0,8.6,HR
77,91,78,77,0,5,1,0,8.6,HR
59,62,87,74,0,1,0,1,8.6,Teacher
66,81,64,89,0,4,2,0,8.6,HR
76,80,78,88,1,6,2,1,8.6,HR
53,67,84,79,0,1,1,0,8.6,Teacher
67,62,83,78,0,2,1,1,8.6,Teacher
66,74,89,76,1,2,0,1,8.6,Teacher
87,74,63,79,1,7,4,1,8.6,Software
85,80,66,84,1,7,3,1,8.6,Software
64,69,83,69,1,1,1,1,8.6,Teacher
76,92,62,83,1,5,3,0,8.6,HR
85,87,64,86,1,4,2,1,8.6,Software
53,75,90,72,0,3,0,1,8.6,Teacher
79,93,65,76,0,4,3,0,8.6,HR
80,73,58,75,1,4,3,1,8.6,Software
81,85,76,88,1,3,2,1,8.6,HR
87,84,66,79,1,6,1,1,8.6,Software
66,82,68,87,0,6,2,0,8.6,HR
55,77,83,79,1,1,0,1,8.6,Teacher
91,79,66,85,1,7,3,1,8.6,Software
76,88,74,81,0,4,3,0,8.6,HR
76,93,64,85,1,4,2,1,8.6,HR
55,66,90,73,1,2,0,1,8.6,Teacher
84,71,64,88,1,5,1,1,8.6,HR
81,94,63,86,0,4,1,0,8.6,HR
68,84,64,81,0,6,1,1,8.6,HR
62,77,82,74,1,3,0,0,8.6,Teacher
86,82,70,77,1,4,3,1,8.6,Software
65,72,88,76,0,1,1,1,8.6,HR
58,71,83,77,1,3,1,0,8.6,Teacher
77,83,62,85,0,4,2,0,8.6,HR
86,82,59,80,1,4,2,1,8.6,Software
83,87,72,81,0,4,2,1,8.6,HR
77,90,70,79,0,3,1,1,8.6,HR
85,87,57,78,1,6,1,1,8.6,Software
81,85,61,84,1,4,4,1,8.6,Software
86,75,63,85,1,4,3,1,8.6,Software
56,71,88,78,0,2,1,0,8.6,Teacher
